prediction_week,scenario,FORECAST_POINT,START_OF_WEEK,FORECAST_DISTANCE,SKILL_OFFERED_SUM (actual)_PREDICTION,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ASSOCIATION_ID,forecast_step,YEAR,MONTH,DAY_OF_YEAR,WEEK_OF_YEAR,SKILL,SKILL_OFFERED_SUM,ASA,Nieuwjaarsdag,1e Paasdag,2e Paasdag,Koningsdag,Hemelvaartsdag,1e Pinksterdag,2e Pinksterdag,1e Kerstdag,2e Kerstdag,Bevrijdingsdag,Holidays,Voorjaar,Mei,Zomer,Herfst,Kerst,Vacations,Black Friday,Cyber Monday,SpecialDays,NEW CUSTOMER,MIGRATION WITH CPE,MIGRATION WITHOU CPE,CHURN,TECH SWAP,MSTB,ADDON,BASE/STEADY,BASE,MESSAGINGINDICATOR
2025-09-22,planned,2025-09-22T00:00:00Z,2025-10-06,2,43151.921875,DAY_OF_YEAR (actual),-1185.001953125,279.0,--,SKILL_OFFERED_SUM (6 week std),-820.8765625,1882.4929659009797,--,ADDON (actual),731.096484375,2243.0,++,ASA (actual),-652.1265625,71.0,--,WEEK_OF_YEAR (6 week mean),-637.078515625,36.5,--,NEW CUSTOMER (actual),607.293359375,6836.0,++,START_OF_WEEK (Month) (actual),531.33828125,10.0,++,MIGRATION WITHOU CPE (actual),-530.56015625,7337.0,--,SKILL_OFFERED_SUM (3rd lag),-505.17265625,43341.0,--,SKILL_OFFERED_SUM (5th lag),501.76484375,41847.0,++,APPROVED,TECH_2025-10-06,2,2025,10,279,41,TECH,,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6836,4594,7337,7271,11137,1039,2243,"2829383,571","2869840,571",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-10-13,3,46779.16015625,ASA (actual),846.565625,128.0,++,SKILL_OFFERED_SUM (6 week std),-834.4515625,1882.4929659009797,--,NEW CUSTOMER (actual),680.47578125,6985.0,++,SKILL_OFFERED_SUM (2nd lag),671.925,44458.0,++,ADDON (actual),651.46015625,2349.0,++,MIGRATION WITH CPE (actual),639.969921875,4342.0,++,CHURN (actual),-639.730859375,7729.0,--,WEEK_OF_YEAR (6 week mean),-623.018359375,36.5,--,MSTB (actual),552.65859375,981.0,++,SKILL_OFFERED_SUM (5th lag),551.270703125,41847.0,++,APPROVED,TECH_2025-10-13,3,2025,10,286,42,TECH,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,6985,4342,7665,7729,10040,981,2349,"2828105,286","2868196,286",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-10-20,4,53865.05078125,ASA (actual),5129.368359375,267.0,+++,DAY_OF_YEAR (actual),2170.65703125,293.0,++,ADDON (actual),2071.96875,2609.0,++,START_OF_WEEK (Month) (actual),1675.879296875,10.0,++,NEW CUSTOMER (actual),781.640234375,7277.0,++,SKILL_OFFERED_SUM (6 week std),-694.752734375,1882.4929659009797,-,SKILL_OFFERED_SUM (5th lag),633.726953125,41847.0,+,SKILL_OFFERED_SUM (2nd lag),513.68359375,44458.0,+,SKILL_OFFERED_SUM (6 week mean),488.855859375,43537.833333333336,+,WEEK_OF_YEAR (6 week mean),446.59921875,36.5,+,APPROVED,TECH_2025-10-20,4,2025,10,293,43,TECH,,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,7277,4822,8909,7716,11307,1025,2609,"2824630,714","2868295,714",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-10-27,5,47538.53515625,ADDON (actual),2940.5046875,2696.0,+++,DAY_OF_YEAR (actual),1787.315625,300.0,++,START_OF_WEEK (Month) (actual),762.946875,10.0,++,SKILL_OFFERED_SUM (6 week std),-720.590234375,1882.4929659009797,--,SKILL_OFFERED_SUM (2nd lag),714.53828125,44458.0,++,SKILL_OFFERED_SUM (5th lag),574.362109375,41847.0,++,SKILL_OFFERED_SUM (3rd lag),-560.34609375,43341.0,--,NEW CUSTOMER (actual),-544.28359375,8397.0,--,SKILL_OFFERED_SUM (velocity),-411.66640625,-3958.666666666675,-,WEEK_OF_YEAR (6 week mean),382.73671875,36.5,+,APPROVED,TECH_2025-10-27,5,2025,10,300,44,TECH,,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8397,5019,8532,9058,14058,1062,2696,"2822657,429","2871479,429",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-11-03,6,51192.109375,ADDON (actual),3788.30078125,2870.0,+++,DAY_OF_YEAR (actual),2998.401171875,307.0,+++,MIGRATION WITH CPE (actual),1306.58671875,14163.0,++,WEEK_OF_YEAR (6 week mean),1103.26328125,36.5,++,NEW CUSTOMER (actual),-813.204296875,7486.0,--,TECH SWAP (actual),445.150390625,4041.0,+,CHURN (actual),-423.025,7297.0,-,SKILL_OFFERED_SUM (5th lag),396.230859375,41847.0,+,SKILL_OFFERED_SUM (6 week std),-342.270703125,1882.4929659009797,-,MIGRATION WITHOU CPE (actual),335.630859375,10247.0,+,APPROVED,TECH_2025-11-03,6,2025,11,307,45,TECH,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7486,14163,10247,7297,4041,1071,2870,"2819817,857","2866992,857",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-11-10,7,50034.51953125,ADDON (actual),4074.584375,3052.0,+++,DAY_OF_YEAR (actual),2292.265234375,314.0,+++,WEEK_OF_YEAR (6 week mean),687.7890625,36.5,++,TECH SWAP (actual),576.465625,3418.0,++,MIGRATION WITH CPE (actual),-495.90703125,8097.0,--,CHURN (actual),-412.85703125,7819.0,-,NEW CUSTOMER (actual),359.0953125,7332.0,+,SKILL_OFFERED_SUM (velocity),-346.112109375,-3958.666666666675,-,SKILL_OFFERED_SUM (3rd lag),-340.276171875,43341.0,-,MSTB (actual),323.638671875,1026.0,+,APPROVED,TECH_2025-11-10,7,2025,11,314,46,TECH,,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,8097,8652,7819,3418,1026,3052,"2819705,571","2859101,571",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-11-17,8,51030.234375,ADDON (actual),3623.8890625,2805.0,+++,DAY_OF_YEAR (actual),1948.054296875,321.0,++,SKILL_OFFERED_SUM (6 week std),-782.66484375,1882.4929659009797,--,ASA (actual),776.312109375,130.0,++,WEEK_OF_YEAR (6 week mean),651.330078125,36.5,++,NEW CUSTOMER (actual),619.26171875,7284.0,++,TECH SWAP (actual),602.760546875,3451.0,++,SKILL_OFFERED_SUM (5th lag),532.933203125,41847.0,++,CHURN (actual),-425.081640625,7635.0,-,SKILL_OFFERED_SUM (2nd lag),370.5578125,44458.0,+,APPROVED,TECH_2025-11-17,8,2025,11,321,47,TECH,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7284,4990,8723,7635,3451,1025,2805,"2818477,429","2854390,429",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-11-24,9,48043.87109375,ADDON (actual),2202.065625,2671.0,+++,DAY_OF_YEAR (actual),1124.235546875,328.0,++,SKILL_OFFERED_SUM (6 week std),-887.072265625,1882.4929659009797,--,CHURN (actual),629.440625,9585.0,++,WEEK_OF_YEAR (6 week mean),625.88203125,36.5,++,TECH SWAP (actual),-540.722265625,3337.0,--,SKILL_OFFERED_SUM (3rd lag),-459.446875,43341.0,--,MIGRATION WITHOU CPE (actual),445.30078125,9621.0,++,NEW CUSTOMER (actual),-343.604296875,8650.0,-,START_OF_WEEK (Month) (actual),323.411328125,11.0,+,APPROVED,TECH_2025-11-24,9,2025,11,328,48,TECH,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8650,5729,9621,9585,3337,1055,2671,"2815992,714","2856640,714",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-12-01,10,48510.52734375,ADDON (actual),1855.11875,2825.0,+++,DAY_OF_YEAR (actual),1153.7296875,335.0,++,WEEK_OF_YEAR (6 week mean),618.408984375,36.5,++,CHURN (actual),568.8765625,8913.0,++,SKILL_OFFERED_SUM (4th lag),-560.74453125,46594.0,--,SKILL_OFFERED_SUM (2nd lag),506.770703125,44458.0,++,MIGRATION WITH CPE (actual),-403.624609375,8819.0,--,MIGRATION WITHOU CPE (actual),366.9328125,25267.0,++,START_OF_WEEK (Day of Month) (actual),355.94765625,1.0,++,SKILL_OFFERED_SUM (6 week std),-345.7765625,1882.4929659009797,--,APPROVED,TECH_2025-12-01,10,2025,12,335,49,TECH,,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10230,8819,25267,8913,3052,1029,2825,2810100,2870235,0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-12-08,11,45298.7421875,DAY_OF_YEAR (actual),1028.239453125,342.0,++,ASA (actual),920.065625,164.0,++,SKILL_OFFERED_SUM (6 week std),-767.9359375,1882.4929659009797,--,SKILL_OFFERED_SUM (2nd lag),728.515625,44458.0,++,WEEK_OF_YEAR (6 week mean),622.30859375,36.5,++,ADDON (actual),-498.0125,2502.0,--,SKILL_OFFERED_SUM (4th lag),-471.887890625,46594.0,--,CHURN (actual),-455.125,7445.0,--,SKILL_OFFERED_SUM (5th lag),362.623046875,41847.0,++,START_OF_WEEK (Month) (actual),351.739453125,12.0,++,APPROVED,TECH_2025-12-08,11,2025,12,342,50,TECH,,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7837,4876,9163,7445,2978,1022,2502,"2812008,857","2847831,857",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-12-15,12,39933.43359375,DAY_OF_YEAR (actual),-2461.6203125,349.0,---,SKILL_OFFERED_SUM (6 week std),-1168.153515625,1882.4929659009797,--,MIGRATION WITH CPE (actual),-749.88515625,3928.0,--,MIGRATION WITHOU CPE (actual),-607.680859375,7658.0,--,SKILL_OFFERED_SUM (5th lag),497.4390625,41847.0,++,CHURN (actual),-478.35390625,7635.0,--,ASA (actual),-417.46875,56.0,--,WEEK_OF_YEAR (6 week mean),-356.01015625,36.5,-,SKILL_OFFERED_SUM (6 week max),-355.2828125,46594.0,-,SKILL_OFFERED_SUM (4th lag),-341.587109375,46594.0,-,APPROVED,TECH_2025-12-15,12,2025,12,349,51,TECH,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,8819,3928,7658,7635,2749,1030,2519,"2811664,571","2846002,571",0
2025-09-22,planned,2025-09-22T00:00:00Z,2025-12-22,13,32635.45703125,DAY_OF_YEAR (actual),-4791.803125,356.0,---,Holidays (actual),-2982.456534375,3.0,---,MIGRATION WITH CPE (actual),-1789.682421875,2708.0,--,SKILL_OFFERED_SUM (6 week std),-1161.0560546875,1882.4929659009797,--,SKILL_OFFERED_SUM (6 week median),581.38828125,43471.0,+,NEW CUSTOMER (actual),-569.703515625,5574.0,-,CHURN (actual),-394.287109375,5861.0,-,START_OF_WEEK (Day of Month) (actual),-389.4298828125,22.0,-,SKILL_OFFERED_SUM (acceleration),269.8712890625,-8318.0,+,SKILL_OFFERED_SUM (2nd lag),-263.6638671875,44458.0,-,APPROVED,TECH_2025-12-22,13,2025,12,356,52,TECH,,74,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,54,54,0,0,0,5574,2708,4715,5861,2194,684,1806,"2811945,143","2835487,143",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-09-29,1,45313.01171875,ASA (actual),1215.4265625,202.0,++,DAY_OF_YEAR (actual),-945.873046875,272.0,--,SKILL_OFFERED_SUM (6 week std),-889.394921875,1882.4929659009797,--,CHURN (actual),597.381640625,9472.0,++,SKILL_OFFERED_SUM (acceleration),594.0875,-8318.0,++,SKILL_OFFERED_SUM (5th lag),502.905078125,41847.0,++,SKILL_OFFERED_SUM (3rd lag),-458.221875,43341.0,--,SKILL_OFFERED_SUM (2nd lag),454.948046875,44458.0,++,WEEK_OF_YEAR (6 week mean),384.730078125,36.5,++,TECH SWAP (actual),-379.504296875,10797.0,--,APPROVED,TECH_2025-09-29,1,2025,9,272,40,TECH,,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9217,4838,7982,9472,10797,967,2403,"2831464,571","2877140,571",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-10-06,2,43151.921875,DAY_OF_YEAR (actual),-1185.001953125,279.0,--,SKILL_OFFERED_SUM (6 week std),-820.8765625,1882.4929659009797,--,ADDON (actual),731.096484375,2243.0,++,ASA (actual),-652.1265625,71.0,--,WEEK_OF_YEAR (6 week mean),-637.078515625,36.5,--,NEW CUSTOMER (actual),607.293359375,6836.0,++,START_OF_WEEK (Month) (actual),531.33828125,10.0,++,MIGRATION WITHOU CPE (actual),-530.56015625,7337.0,--,SKILL_OFFERED_SUM (3rd lag),-505.17265625,43341.0,--,SKILL_OFFERED_SUM (5th lag),501.76484375,41847.0,++,APPROVED,TECH_2025-10-06,2,2025,10,279,41,TECH,,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6836,4594,7337,7271,11137,1039,2243,"2829383,571","2869840,571",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-10-13,3,46779.16015625,ASA (actual),846.565625,128.0,++,SKILL_OFFERED_SUM (6 week std),-834.4515625,1882.4929659009797,--,NEW CUSTOMER (actual),680.47578125,6985.0,++,SKILL_OFFERED_SUM (2nd lag),671.925,44458.0,++,ADDON (actual),651.46015625,2349.0,++,MIGRATION WITH CPE (actual),639.969921875,4342.0,++,CHURN (actual),-639.730859375,7729.0,--,WEEK_OF_YEAR (6 week mean),-623.018359375,36.5,--,MSTB (actual),552.65859375,981.0,++,SKILL_OFFERED_SUM (5th lag),551.270703125,41847.0,++,APPROVED,TECH_2025-10-13,3,2025,10,286,42,TECH,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,6985,4342,7665,7729,10040,981,2349,"2828105,286","2868196,286",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-10-20,4,53865.05078125,ASA (actual),5129.368359375,267.0,+++,DAY_OF_YEAR (actual),2170.65703125,293.0,++,ADDON (actual),2071.96875,2609.0,++,START_OF_WEEK (Month) (actual),1675.879296875,10.0,++,NEW CUSTOMER (actual),781.640234375,7277.0,++,SKILL_OFFERED_SUM (6 week std),-694.752734375,1882.4929659009797,-,SKILL_OFFERED_SUM (5th lag),633.726953125,41847.0,+,SKILL_OFFERED_SUM (2nd lag),513.68359375,44458.0,+,SKILL_OFFERED_SUM (6 week mean),488.855859375,43537.833333333336,+,WEEK_OF_YEAR (6 week mean),446.59921875,36.5,+,APPROVED,TECH_2025-10-20,4,2025,10,293,43,TECH,,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,7277,4822,8909,7716,11307,1025,2609,"2824630,714","2868295,714",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-10-27,5,47538.53515625,ADDON (actual),2940.5046875,2696.0,+++,DAY_OF_YEAR (actual),1787.315625,300.0,++,START_OF_WEEK (Month) (actual),762.946875,10.0,++,SKILL_OFFERED_SUM (6 week std),-720.590234375,1882.4929659009797,--,SKILL_OFFERED_SUM (2nd lag),714.53828125,44458.0,++,SKILL_OFFERED_SUM (5th lag),574.362109375,41847.0,++,SKILL_OFFERED_SUM (3rd lag),-560.34609375,43341.0,--,NEW CUSTOMER (actual),-544.28359375,8397.0,--,SKILL_OFFERED_SUM (velocity),-411.66640625,-3958.666666666675,-,WEEK_OF_YEAR (6 week mean),382.73671875,36.5,+,APPROVED,TECH_2025-10-27,5,2025,10,300,44,TECH,,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8397,5019,8532,9058,14058,1062,2696,"2822657,429","2871479,429",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-11-03,6,51192.109375,ADDON (actual),3788.30078125,2870.0,+++,DAY_OF_YEAR (actual),2998.401171875,307.0,+++,MIGRATION WITH CPE (actual),1306.58671875,14163.0,++,WEEK_OF_YEAR (6 week mean),1103.26328125,36.5,++,NEW CUSTOMER (actual),-813.204296875,7486.0,--,TECH SWAP (actual),445.150390625,4041.0,+,CHURN (actual),-423.025,7297.0,-,SKILL_OFFERED_SUM (5th lag),396.230859375,41847.0,+,SKILL_OFFERED_SUM (6 week std),-342.270703125,1882.4929659009797,-,MIGRATION WITHOU CPE (actual),335.630859375,10247.0,+,APPROVED,TECH_2025-11-03,6,2025,11,307,45,TECH,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7486,14163,10247,7297,4041,1071,2870,"2819817,857","2866992,857",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-11-10,7,50034.51953125,ADDON (actual),4074.584375,3052.0,+++,DAY_OF_YEAR (actual),2292.265234375,314.0,+++,WEEK_OF_YEAR (6 week mean),687.7890625,36.5,++,TECH SWAP (actual),576.465625,3418.0,++,MIGRATION WITH CPE (actual),-495.90703125,8097.0,--,CHURN (actual),-412.85703125,7819.0,-,NEW CUSTOMER (actual),359.0953125,7332.0,+,SKILL_OFFERED_SUM (velocity),-346.112109375,-3958.666666666675,-,SKILL_OFFERED_SUM (3rd lag),-340.276171875,43341.0,-,MSTB (actual),323.638671875,1026.0,+,APPROVED,TECH_2025-11-10,7,2025,11,314,46,TECH,,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332,8097,8652,7819,3418,1026,3052,"2819705,571","2859101,571",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-11-17,8,51030.234375,ADDON (actual),3623.8890625,2805.0,+++,DAY_OF_YEAR (actual),1948.054296875,321.0,++,SKILL_OFFERED_SUM (6 week std),-782.66484375,1882.4929659009797,--,ASA (actual),776.312109375,130.0,++,WEEK_OF_YEAR (6 week mean),651.330078125,36.5,++,NEW CUSTOMER (actual),619.26171875,7284.0,++,TECH SWAP (actual),602.760546875,3451.0,++,SKILL_OFFERED_SUM (5th lag),532.933203125,41847.0,++,CHURN (actual),-425.081640625,7635.0,-,SKILL_OFFERED_SUM (2nd lag),370.5578125,44458.0,+,APPROVED,TECH_2025-11-17,8,2025,11,321,47,TECH,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7284,4990,8723,7635,3451,1025,2805,"2818477,429","2854390,429",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-11-24,9,48043.87109375,ADDON (actual),2202.065625,2671.0,+++,DAY_OF_YEAR (actual),1124.235546875,328.0,++,SKILL_OFFERED_SUM (6 week std),-887.072265625,1882.4929659009797,--,CHURN (actual),629.440625,9585.0,++,WEEK_OF_YEAR (6 week mean),625.88203125,36.5,++,TECH SWAP (actual),-540.722265625,3337.0,--,SKILL_OFFERED_SUM (3rd lag),-459.446875,43341.0,--,MIGRATION WITHOU CPE (actual),445.30078125,9621.0,++,NEW CUSTOMER (actual),-343.604296875,8650.0,-,START_OF_WEEK (Month) (actual),323.411328125,11.0,+,APPROVED,TECH_2025-11-24,9,2025,11,328,48,TECH,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8650,5729,9621,9585,3337,1055,2671,"2815992,714","2856640,714",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-12-01,10,48510.52734375,ADDON (actual),1855.11875,2825.0,+++,DAY_OF_YEAR (actual),1153.7296875,335.0,++,WEEK_OF_YEAR (6 week mean),618.408984375,36.5,++,CHURN (actual),568.8765625,8913.0,++,SKILL_OFFERED_SUM (4th lag),-560.74453125,46594.0,--,SKILL_OFFERED_SUM (2nd lag),506.770703125,44458.0,++,MIGRATION WITH CPE (actual),-403.624609375,8819.0,--,MIGRATION WITHOU CPE (actual),366.9328125,25267.0,++,START_OF_WEEK (Day of Month) (actual),355.94765625,1.0,++,SKILL_OFFERED_SUM (6 week std),-345.7765625,1882.4929659009797,--,APPROVED,TECH_2025-12-01,10,2025,12,335,49,TECH,,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10230,8819,25267,8913,3052,1029,2825,2810100,2870235,0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-12-08,11,45298.7421875,DAY_OF_YEAR (actual),1028.239453125,342.0,++,ASA (actual),920.065625,164.0,++,SKILL_OFFERED_SUM (6 week std),-767.9359375,1882.4929659009797,--,SKILL_OFFERED_SUM (2nd lag),728.515625,44458.0,++,WEEK_OF_YEAR (6 week mean),622.30859375,36.5,++,ADDON (actual),-498.0125,2502.0,--,SKILL_OFFERED_SUM (4th lag),-471.887890625,46594.0,--,CHURN (actual),-455.125,7445.0,--,SKILL_OFFERED_SUM (5th lag),362.623046875,41847.0,++,START_OF_WEEK (Month) (actual),351.739453125,12.0,++,APPROVED,TECH_2025-12-08,11,2025,12,342,50,TECH,,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7837,4876,9163,7445,2978,1022,2502,"2812008,857","2847831,857",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-12-15,12,39933.43359375,DAY_OF_YEAR (actual),-2461.6203125,349.0,---,SKILL_OFFERED_SUM (6 week std),-1168.153515625,1882.4929659009797,--,MIGRATION WITH CPE (actual),-749.88515625,3928.0,--,MIGRATION WITHOU CPE (actual),-607.680859375,7658.0,--,SKILL_OFFERED_SUM (5th lag),497.4390625,41847.0,++,CHURN (actual),-478.35390625,7635.0,--,ASA (actual),-417.46875,56.0,--,WEEK_OF_YEAR (6 week mean),-356.01015625,36.5,-,SKILL_OFFERED_SUM (6 week max),-355.2828125,46594.0,-,SKILL_OFFERED_SUM (4th lag),-341.587109375,46594.0,-,APPROVED,TECH_2025-12-15,12,2025,12,349,51,TECH,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,8819,3928,7658,7635,2749,1030,2519,"2811664,571","2846002,571",0
2025-09-22,actual,2025-09-22T00:00:00Z,2025-12-22,13,32635.45703125,DAY_OF_YEAR (actual),-4791.803125,356.0,---,Holidays (actual),-2982.456534375,3.0,---,MIGRATION WITH CPE (actual),-1789.682421875,2708.0,--,SKILL_OFFERED_SUM (6 week std),-1161.0560546875,1882.4929659009797,--,SKILL_OFFERED_SUM (6 week median),581.38828125,43471.0,+,NEW CUSTOMER (actual),-569.703515625,5574.0,-,CHURN (actual),-394.287109375,5861.0,-,START_OF_WEEK (Day of Month) (actual),-389.4298828125,22.0,-,SKILL_OFFERED_SUM (acceleration),269.8712890625,-8318.0,+,SKILL_OFFERED_SUM (2nd lag),-263.6638671875,44458.0,-,APPROVED,TECH_2025-12-22,13,2025,12,356,52,TECH,,74,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,54,54,0,0,0,5574,2708,4715,5861,2194,684,1806,"2811945,143","2835487,143",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-10-06,1,44178.79296875,ADDON (actual),1640.3015625,2243.0,+++,DAY_OF_YEAR (actual),-912.341796875,279.0,--,WEEK_OF_YEAR (6 week mean),-757.269140625,37.5,--,Vacations (6 week max),682.444140625,18.0,++,START_OF_WEEK (Month) (actual),670.219140625,10.0,++,MIGRATION WITH CPE (actual),661.940234375,4594.0,++,ASA (actual),-600.83359375,71.0,--,NEW CUSTOMER (actual),541.408984375,6836.0,++,SKILL_OFFERED_SUM (6 week mean),-516.551171875,44175.0,--,SKILL_OFFERED_SUM (naive latest value),-486.2578125,45209.0,--,APPROVED,TECH_2025-10-06,1,2025,10,279,41,TECH,,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6836,4594,7337,7271,11137,1039,2243,"2829383,571","2869840,571",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-10-13,2,47524.44921875,ADDON (actual),1560.665625,2349.0,+++,MIGRATION WITH CPE (actual),1200.75390625,4342.0,++,WEEK_OF_YEAR (6 week mean),-749.190234375,37.5,--,Vacations (6 week max),682.444140625,18.0,++,START_OF_WEEK (Month) (actual),670.219140625,10.0,++,ASA (actual),644.03828125,128.0,++,DAY_OF_YEAR (actual),630.883984375,286.0,++,NEW CUSTOMER (actual),614.59140625,6985.0,++,SKILL_OFFERED_SUM (2nd lag),478.5796875,43601.0,++,SKILL_OFFERED_SUM (naive latest value),-423.2234375,45209.0,--,APPROVED,TECH_2025-10-13,2,2025,10,286,42,TECH,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,6985,4342,7665,7729,10040,981,2349,"2828105,286","2868196,286",0
2025-09-29,planned,2025-09-29T00:00:00Z,2025-10-20,3,53946.50390625,ASA (actual),4823.539453125,267.0,+++,ADDON (actual),2654.319140625,2609.0,++,DAY_OF_YEAR (actual),2471.47734375,293.0,++,START_OF_WEEK (Month) (actual),1814.76015625,10.0,++,NEW CUSTOMER (actual),715.755859375,7277.0,+,Vacations (6 week max),511.866796875,18.0,+,SKILL_OFFERED_SUM (2nd lag),479.753125,43601.0,+,START_OF_WEEK (Day of Month) (actual),421.21953125,20.0,+,MIGRATION WITH CPE (actual),373.409375,4822.0,+,SKILL_OFFERED_SUM (naive latest value),-371.16015625,45209.0,-,APPROVED,TECH_2025-10-20,3,2025,10,293,43,TECH,,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,7277,4822,8909,7716,11307,1025,2609,"2824630,714","2868295,714",0
